"thesis_code","section","sentence","expression_number","expression","is_reflexive","reflexivity_type","reflexivity_reasoning","scope_classification","scope_reach","scope_reasoning","L1_classification","L1_reasoning","L2_classification","L2_reasoning","L3_classification","L3_borderline","L3_reasoning","L1_borderline_is","L1_borderline_dominant","L1_borderline_secondary","L1_borderline_why","L2_borderline_is","L2_borderline_primary","L2_borderline_secondary","L2_borderline_tertiary","L2_borderline_strength","L2_borderline_why","comprehensive_justification"
"AP1","Introduction","Hasan (2001: 8) maintains that context (of situation) is important in two ways, first in shaping language as a system and then highlighting language as a process.","1","Hasan (2001: 8) maintains that","False","","Attributes the following proposition to an external source (Hasan); does not refer to the current text, discourse act, reader, or author.","MICRO","Assigns source attribution to the single proposition that follows.","Typical evidential function affecting only the immediate proposition.","MD","Removal preserves propositional content but changes authorship; function is organizational (source management), not propositional content.","INT_ACTIVE","Guides readers by organizing sources and intertextual links rather than expressing stance.","Evidentials","False","Canonical citation + reporting verb pattern attributing a claim to an external authority.","False","","","","False","","","","","","Prototypical evidential attribution: non-reflexive, micro reach over the attributed clause, Interactive organization of sources (Evidentials)."
"AP1","Introduction","Hasan (2001: 8) maintains that context (of situation) is important in two ways, first in shaping language as a system and then highlighting language as a process.","2","first","False","","Orders elements of the proposition; no reference to the text, act, reader, or author.","MICRO","Organizes the first of two items in the same sentence.","Sequencing within a single complex proposition.","MD","Removal leaves content intact but loses organizational sequencing.","INT_ACTIVE","Provides structural guidance by signaling the start of an enumeration.","Frame Markers","False","Standard sequencing device marking item 1 in a list.","False","","","","False","","","","","","'First' sequences items within the same proposition: non-reflexive, micro reach, Interactive Frame Marker."
"AP1","Introduction","Hasan (2001: 8) maintains that context (of situation) is important in two ways, first in shaping language as a system and then highlighting language as a process.","3","then","False","","Signals sequence of content items; does not refer to the text or discourse act.","MICRO","Marks the second element in the two-part sequence in the same sentence.","Sequencing within a single complex proposition, not across segments.","MD","Removal preserves content but reduces organizational clarity.","INT_ACTIVE","Guides readers through the internal structure by signaling continuation.","Frame Markers","False","Canonical sequencing device signaling item 2 in an enumeration.","False","","","","False","","","","","","'Then' completes the local enumeration: non-reflexive, micro scope, Interactive Frame Marker."
"AP1","Introduction","It is possible to establish a sub-genre within the Radio Address.","1","It is possible to","False","","Evaluates the epistemic status of the proposition, not referring to the text, discourse act, reader, or author.","MICRO","Limits commitment to the immediate claim about establishing a sub-genre.","Hedges a single proposition (local stance marking), with no discourse-organizing effect.","MD","Removal test shows stance modulation only; propositional content remains. Function is not content-bearing but evaluative.","INT_ACTIONAL","Expresses author’s epistemic stance (possibility/caution) rather than structuring the text.","Hedge","False","Canonical epistemic hedge via impersonal construction with 'possible' indicating lowered commitment.","False","","","","False","","","","","","Impersonal extraposition with 'possible' hedges a single claim, signaling epistemic caution. This is interactional metadiscourse (hedge) with strictly micro scope; no reflexive or organizing function."
"AP1","Introduction","Next, the main theoretical concepts of the study will be mapped out, from genre, cline of instantiation to context of situation.","1","Next","True","act","Refers to the sequencing of discourse acts in the chapter outline (signals the next step in the text’s roadmap).","MACRO","Positions this item within a multi-part Introduction roadmap (First/Secondly/Next/Fourth/Finally) organizing chapter-level stages.","Functions across a major section-level sequence rather than a local link; genre-conventional roadmap usage.","MD","Discourse-act reflexivity; removing it does not change content but removes guidance on discourse sequencing.","INT_ACTIVE","Organizes and guides the reader through the text structure (no stance/engagement).","Frame Marker","False","Prototypical sequencing frame marker introducing the next stage of the outline.","False","","","","False","","","","","","‘Next’ is a discourse-act reflexive sequencer guiding the chapter-level roadmap (MACRO) and functions as an Interactive Frame Marker."
"AP1","Introduction","Next, the main theoretical concepts of the study will be mapped out, from genre, cline of instantiation to context of situation.","2","the main theoretical concepts of the study","True","text","'The study' refers to the thesis/text as an object, locating concepts within the document.","MACRO","Labels a major stage/topic of the Introduction (theoretical framework) with implications across the thesis.","In an Introduction roadmap, such text-referring labels mark section-level structure.","MD","Text-reflexivity ensures MD; the NP serves to frame a section of the text rather than present world-referential content.","INT_ACTIVE","Labels a stage in the discourse, guiding reader navigation.","Frame Marker","False","Functions as part of a stage-announcing frame; not an endophoric pointer to a specific passage/table but a section label within the roadmap.","False","","","","False","","","","","","The NP is text-reflexive and labels a section in the roadmap (MACRO), serving as an Interactive Frame Marker."
"AP1","Introduction","Next, the main theoretical concepts of the study will be mapped out, from genre, cline of instantiation to context of situation.","3","will be mapped out","True","act","Announces a discourse action the text will perform (mapping out concepts), i.e., a forthcoming discourse stage.","MACRO","Projects forward to the upcoming section(s) where these concepts are presented; frames a section-level move.","Anticipatory staging of a major section is chapter-level (macro) organization.","MD","Discourse-act reflexive and removal leaves content but removes guidance about upcoming discourse action.","INT_ACTIVE","Organizes reader expectations about the next discourse stage.","Frame Marker","False","A standard stage-announcing verb phrase signalling what the text will do next.","False","","","","False","","","","","","‘Will be mapped out’ announces a forthcoming stage (discourse-act reflexive), structuring the Introduction (MACRO) as an Interactive Frame Marker."
"AP1","Introduction","Scacci (2011) states, ‘genres exist in relation to certain situational constraints, the weekly address is unique in its routine response to the week’s events packaged for both public and press consumption’.","1","Scacci (2011) states","False","","Source-oriented attribution to an external author, not a reference to this text, its discourse act, or participants.","MICRO","Locally attributes the immediately following proposition(s) to a specific source, creating an intertextual link.","Evidential attributions typically operate locally on the attributed proposition rather than structuring multi-sentence segments.","MD","Removal leaves propositional content intact but removes source attribution; function is organizational/evidential rather than truth-conditional.","INT_ACTIVE","Manages information flow and intertextual sourcing (organizational guidance), not author stance or reader engagement.","Evidentials","False","Prototypical citation with reporting verb attributing forthcoming content to an external source.","False","","","","False","","","","","","Sentence-initial reporting clause attributes the quoted definition to Scacci, functioning as an Interactive Evidential with micro scope; removing it preserves content but removes attribution."
"AP1","Introduction","The present study aims to fill this gap within studies of this particular genre.","1","The present study aims to","True","text","'The present study' explicitly refers to the current document (text-reflexive); the predicate 'aims to' signals the study’s intended discourse act. Primary reflex is text-reference to the thesis.","MACRO","Announces the global objective that frames the entire thesis.","In thesis Introductions, aim statements conventionally set up the document’s trajectory (macro-level frame).","MD","Text-reflexive reference ensures MD; removing it leaves propositional material intact but loses discourse framing.","INT_ACTIVE","Guides organization by announcing the study’s purpose rather than expressing stance or engagement.","Frame Marker","False","Prototypical aim/frame move in Introductions signalling a major structural stage.","False","","","","False","","","","","","Sentence-initial aim statement explicitly frames the thesis’s purpose, hence MD→Interactive→Frame Marker with macro scope."
"AP1","Introduction","The present study aims to fill this gap within studies of this particular genre.","2","this gap","True","text","Anaphoric pointer to the gap established in the preceding discourse (text-internal reference).","MESO","Links current aim to the immediately preceding review segment specifying the gap.","Typical endophoric anaphor connecting current move to prior discourse chunk.","MD","Primarily guides discourse cohesion by pointing back; content about a gap is presupposed upstream.","INT_ACTIVE","Organizes information by signaling anaphoric linkage rather than stance/engagement.","Endophoric Marker","False","Demonstrative NP that points to an earlier segment (the identified gap).","False","","","","False","","","","","","'This gap' restores cohesion to the prior literature-review claim, so MD→Interactive→Endophoric with meso scope."
"AP1","Introduction","The present study aims to fill this gap within studies of this particular genre.","3","this particular genre","True","text","Anaphoric reference to the genre already introduced (presidential radio addresses).","MESO","Points back to the locally established genre frame in the preceding discourse.","Anaphoric specification linking current claim to the prior genre frame (meso-level cohesion).","MD","Signals textual linkage rather than adding new propositional content; removal mainly affects cohesion.","INT_ACTIVE","Organizes the discourse by maintaining the established genre frame.","Endophoric Marker","False","Demonstrative NP pointing back to an earlier genre referent.","False","","","","False","","","","","","Maintains cohesion with the previously established genre; MD→Interactive→Endophoric with meso scope."
"AP1","Introduction","This introductory chapter will first explain the functions of language, politics and discourse.","1","This introductory chapter will first explain","True","text","'This introductory chapter' explicitly refers to the current text unit (text-reflexive) and 'will first explain' names/forecasts a discourse act (act-reflexive) that will structure the chapter.","MACRO","Announces and sequences the chapter-level plan; initiates a multi-part roadmap spanning the entire introductory chapter.","Functions as a chapter organizer in the Introduction genre, establishing an ordered structure that governs multiple subsequent segments.","MD","Reflexive reference to the text and impending discourse acts organizes the reader’s navigation rather than adding world-referential content.","INT_ACTIVE","Guides textual organization and sequencing for the reader (not stance/engagement).","Frame Marker","False","Prototypical frame marker realizing a sequenced roadmap ('first') at chapter level in an Introduction.","False","","","","False","","","","","","Text- and act-reflexive organizer that initiates a chapter-level sequence; removal leaves content but removes the roadmap. Interactive metadiscourse (Frame Marker) operating at MACRO scope, fully conventional in an Introduction."
"AP1","Introduction","This study takes the standpoint that genre is ‘a staged, goal oriented, purposeful activity in which speakers engage as members of our culture’.","1","This study takes the standpoint that","True","text","'This study' refers to the text itself (text-reflexive); the predicate 'takes the standpoint' also reflects the discourse act of adopting a framework (act-reflexive).","MACRO","Announces the theoretical lens/framework that underpins and organizes the entire thesis.","Introductory move that sets global parameters for the research; text-reflexive subject + discourse-act verb signals section/text-level framing.","MD","Reflexivity is present; removal leaves content but removes organizational framing. Function is to guide how to take the ensuing definition as the study’s adopted framework.","INT_ACTIVE","Dominant function is organizational guidance of discourse (announcing the framework) rather than interpersonal stance management.","Frame Marker","True","Primary: Frame Marker (signals theoretical framing at macro level). Secondary: Self-Mention via inanimate agent 'This study' asserting authorial/textual choice. Tertiary (weak): Evidential nuance in 'takes the standpoint' (adopting a position). Primary is strongly dominant due to macro-scope and Intro genre conventions.","False","","","","True","Frame Marker","Self-Mention","Evidential","PRIMARY strongly dominant; SECONDARY moderate; TERTIARY weak","Expression both frames the discourse globally and makes the author/text present; also weakly indicates adoption of a position.","Reflexive reference to the text and discourse act establishes MD. In the Introduction, it frames the theoretical lens for the whole thesis (MACRO). Functionally Interactive: it orients the reader to a major structural element. L2 borderline arises from concurrent Self-Mention and a weak evidential nuance, but Frame Marker is primary by scope and genre."
"AP1","Introduction","This thesis focuses on ‘text as an instrument’ and aims to reveal the generic structure of written-to-be-spoken language within the discourse of politics.","1","This thesis focuses on","True","text","'This thesis' explicitly refers to the document itself (text-reflexive). While the predicate describes what the thesis does, the head of the expression anchors reference to the text.","MACRO","Announces the global research focus that frames the entire thesis.","In academic Introductions, explicit statements of a thesis’s focus conventionally organize the entire document.","MD","Reflexive reference to the text suffices for metadiscourse; removing it leaves core topic but removes organizational framing.","INT_ACTIVE","Organizes discourse by announcing the thesis’s focus; not expressing stance or engaging readers interpersonally.","Frame Marker","False","Signals a major structural element (the thesis’s global focus) typical of Frame Markers in Introductions. 'This thesis' is text-reflex, not an authorial Self-Mention; no interactional function.","False","","","","False","","","","","","Text-reflexive framing of global research focus with macro reach; functions as an Interactive Frame Marker in the Introduction."
"AP1","Introduction","This thesis focuses on ‘text as an instrument’ and aims to reveal the generic structure of written-to-be-spoken language within the discourse of politics.","2","aims to reveal","True","act","Refers to the discourse act/purpose of the text (stating what the thesis intends to do).","MACRO","Announces the overarching research aim guiding the entire thesis.","Aim statements in Introductions conventionally guide expectations about the entire study.","MD","Discourse-act reflexive; removing it retains topic content but removes organizational guidance about the study’s goal.","INT_ACTIVE","Primarily organizes discourse by signaling purpose rather than expressing stance or engagement.","Frame Marker","False","Purpose/aim announcements are canonical Frame Markers at the macro level.","False","","","","False","","","","","","Discourse-act reflexive purpose announcement with macro scope; Interactive Frame Marker guiding the thesis’s organization."
"AP1","Introduction","Ultimately, the study demonstrates that the generic structures of these addresses do vary according to context of situation.","1","Ultimately","False","","Does not refer to the text, discourse act, reader, or author; it signals a conclusive stage in the discourse.","MESO","Marks a conclusive step linking the current claim to the preceding multi-sentence segment (review/setup) rather than the whole thesis.","Sequencer/removal tests indicate it concludes the immediately prior argumentative segment (2–3 sentences), i.e., meso-level reach.","MD","Removing it leaves the factual claim intact but weakens discourse organization; function is organizational.","INT_ACTIVE","Guides the reader through the discourse by signaling a conclusive stage.","Frame Marker","False","Labels a discourse stage (final step), akin to 'finally' or 'in sum'; not primarily encoding a logical relation between propositions (transition).","False","","","","False","","","","","","‘Ultimately’ is a conclusive stage marker at paragraph-level: organizational, meso-scope, Interactive Frame Marker."
"AP1","Introduction","Ultimately, the study demonstrates that the generic structures of these addresses do vary according to context of situation.","2","the study demonstrates that","True","text","'the study' is text-reflexive (refers to this research/text); the verb 'demonstrates' also evokes the discourse act of showing/proving.","MACRO","Frames a thesis-level finding attributed to the whole study.","In an Introduction, text-reflexive announcements of main findings/claims operate at macro-level.","MD","Reflexivity guarantees MD; removal leaves content intact but removes textual framing/agency.","INT_ACTIVE","Primarily organizes by presenting the key stage (what the study shows), guiding the macro-structure.","Frame Marker","True","PRIMARY: Frame Marker (announces key finding/stage at macro-level). SECONDARY: Booster (the verb 'demonstrates' conveys strong certainty). Not Evidential (no external source) and not Self-Mention in Hyland’s sense (no 1st person).","False","","","","True","Frame Marker","Booster","","PRIMARY strongly dominant, SECONDARY moderate","Organizational framing is dominant at macro-level; 'demonstrates' simultaneously boosts certainty.","Text/act-reflexive clause framing a thesis-level conclusion (Interactive Frame Marker) with a secondary Booster due to 'demonstrates'."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","1","A first bunch of statistics","False","","Refers to content (statistics) rather than the text, discourse act, or participants; only the ordinal 'first' hints at sequencing.","MESO","Signals the first step in a sequence of results/presentation stages, shaping expectations for subsequent segments.","The sequencing function of 'first' organizes several adjacent moves (this table vs. subsequent material), thus exceeding a single proposition.","BORDER","Genuine dual function: the NP identifies content (propositional) while 'first' organizes the discourse (MD). Content identification is dominant; sequencing is secondary.","INT_ACTIVE","When present, the MD component structures the flow of information (sequencing), i.e., organizational rather than stance.","Frame Marker","False","The MD element ('first') signals ordering within the presentation, a typical Frame Marker function.","True","PROP","MD","NP contributes essential content; the ordinal 'first' adds organizational sequencing. Both readings co-exist; content function dominates.","False","","","","","","The subject NP names data (propositional) while 'first' sequences results (MD). The MD portion functions as a Frame Marker with meso reach; overall, the unit is L1 borderline with propositional dominance."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","2","the following table (tab.7.1)","True","text","Explicitly refers to a textual object (a table) within the document and its location ('following'); classic text-reflexive endophoric reference.","MICRO","Points the reader to a single, specific textual element (Table 7.1) immediately adjacent.","Endophoric pointers typically have local, item-level reach; here it targets one table.","MD","Reflexivity is sufficient for MD; removing it leaves content intact but removes textual guidance.","INT_ACTIVE","Organizes navigation within the text by directing readers to an internal resource.","Endophoric Marker","False","Prototypical endophoric reference to a specific in-text element with deictic ('following') and an explicit table number.","False","","","","False","","","","","","Text-reflexive pointer to Table 7.1 functions as an Interactive Endophoric Marker with micro reach; content remains without it, confirming MD status."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","1","first","False","","Ordinal 'first' sequences the presentation but does not refer to the text, discourse act, or participants.","MESO","Signals the first item in a series of data presentations within section 7.1, anticipating subsequent sets.","Sequencer organizes multiple upcoming propositions/segments rather than only the immediate clause.","MD","With the span narrowed to 'first', removal affects only discourse organization while content remains; thus purely metadiscursive.","INT_ACTIVE","It organizes the flow of information (sequencing) rather than expressing stance or engagement.","Frame Marker","False","Hyland frame marker (sequencers): signals order of discourse stages ('first').","False","","","","False","","","","","","Selecting the minimal span ('first') removes propositional content from the unit and leaves a pure sequencing cue: Interactive/Frame Marker with meso reach across the section’s data presentations."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","2","the following table (tab.7.1)","True","text","Refers to a specific element of the text and its location; a forward-pointing internal reference.","MICRO","Directs readers to a single, specific visual element (Table 7.1) immediately relevant to this sentence.","Endophoric reference targets one item; its guidance is local to this cross-reference.","MD","Reflexivity is sufficient: text-internal reference; removal leaves content but removes navigation.","INT_ACTIVE","Organizes navigation within the text rather than conveying stance.","Endophoric Marker","False","Prototypical endophoric pointing to a specific table with explicit numbering.","False","","","","False","","","","","","Clear text-reflexive endophoric NP guiding readers to Table 7.1. Removal eliminates navigation but not content; Interactive/Endophoric with local (micro) reach."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","1","A first bunch of statistics","False","","Refers to data content (statistics), not to the text, discourse act, or participants. 'First' signals sequencing but does not itself refer to the text.","MESO","Signals the first step in a sequence of result presentations, projecting subsequent sets of statistics within the local results segment.","Ordinal 'first' organizes multiple upcoming propositions in the results sequence, giving it meso-level reach.","BORDER","Genuine dual function: conveys propositional content (what the table contains) while 'first' organizes the sequence of presentations. Content is dominant; sequencing is secondary.","","","","False","","True","PROP","MD","NP identifies data content (propositional) while 'first' organizes the sequence (MD). Removal tests show both content and organizational loss, with content primary.","False","","","","","","The subject NP packages content while embedding an ordinal that sequences the upcoming results. Non-reflexive; meso reach via sequencing; genuine L1 borderline with propositional dominance, so no L2/L3 assignment."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","2","the following table (tab.7.1)","True","text","Explicitly refers to a specific element of the text (Table 7.1) and its position ('following').","MICRO","Points to one specific textual element (Table 7.1).","Classic endophoric reference with local functional reach.","MD","Reflexivity is sufficient for MD; removal leaves content intact but removes textual guidance.","INT_ACTIVE","Organizes navigation within the text by directing the reader to a specific internal resource.","Endophoric Marker","False","Prototypical internal cross-reference to a numbered table in immediate proximity.","False","","","","False","","","","","","Text-reflexive endophoric NP directing readers to Table 7.1; micro reach; Interactive MD as an Endophoric Marker."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","1","first","False","","Does not refer to the text, a discourse act, or participants; it signals sequence within the presentation.","MESO","Signals the first item in a sequence of data presentations within the local section/segment.","Sequencer test: 'first' presupposes at least one subsequent unit; its function organizes multiple propositions/items (section-level sequence), not just this clause.","MD","Removal test shows loss of discourse organization only; propositional content remains (statistics are provided). Hence metadiscourse without reflexivity.","INT_ACTIVE","Organizes the flow of information by ordering stages of presentation.","Frame Marker","False","Typical sequencing frame marker indicating the first stage in a series.","False","","","","False","","","","","","‘First’ is a non-reflexive sequencing marker that organizes multiple forthcoming items in the section (MESO). Removing it loses only ordering information, so it is MD (Interactive, Frame Marker)."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","2","the following table (tab.7.1)","True","text","Direct reference to a specific textual element (a table) and its position in the document.","MICRO","Points the reader to one specific table immediately adjacent.","Endophoric reference to a single table has local reach; removal only affects navigation.","MD","Reflexivity suffices for MD; removal test confirms only guidance is lost.","INT_ACTIVE","Guides reader navigation/organization within the text.","Endophoric Marker","False","Prototypical endophoric reference to a text-internal table with forward deictic.","False","","","","False","","","","","","‘The following table (tab.7.1)’ is text-reflexive, locally guides readers to a specific element (MICRO), thus MD → Interactive → Endophoric Marker."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","1","first","False","","Does not refer to the text, discourse act, or participants; it labels sequence within the content being presented.","MESO","Signals the initial item in a sequence of results/groups, projecting subsequent segments in the local results flow.","Ordinal sequencing guides readers through a set of related items; in research reporting this typically spans several adjacent propositions/tables.","MD","Removal test shows only organizational/ordering information is lost; propositional content (that statistics are provided) remains.","INT_ACTIVE","Organizes the flow of content by marking sequence; not stance or engagement.","Frame Marker","False","Typical sequencing device (Hyland) indicating the first step/stage in a series.","False","","","","False","","","","","","Minimal MD token 'first' sequences the upcoming presentation (MESO). It organizes rather than adds content, so MD→Interactive (Frame Marker)."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","2","the following table (tab.7.1)","True","text","Explicit endophoric reference to a textual element (a table) and its location in the document.","MICRO","Points to the immediately adjacent table for the current claim.","Endophoric pointers typically guide readers locally to a specific text/figure.","MD","Reflexivity to a text element is sufficient for MD; removing it loses only navigational guidance.","INT_ACTIVE","Organizes reader navigation within the text rather than expressing stance or engagement.","Endophoric Marker","False","Prototypical internal cross-reference ('the following table' + explicit label).","False","","","","False","","","","","","Text-reflexive pointer to a table guides local navigation: MD→Interactive (Endophoric), micro scope."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","1","the following table (tab.7.1)","True","text","Refers to an internal text element (the upcoming table) with an explicit label; classic forward endophoric reference.","MICRO","Directs the reader to the immediately adjacent table within the same local segment.","Endophoric references guide local text navigation rather than structuring larger sections.","MD","Text-reflexivity is sufficient for metadiscourse; removing it loses discourse guidance but not factual content.","INT_ACTIVE","Organizational function guiding readers within the text (not stance or engagement).","Endophoric Marker","False","Forward-pointing reference to a labeled table matches Hyland’s Endophoric Marker.","False","","","","False","","","","","","Clear text-reflexive, forward endophoric pointer to 'tab.7.1' that locally guides readers; thus MD → Interactive → Endophoric Marker with micro scope."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","2","A first bunch of statistics","False","","Refers to the content set (data) rather than to the text, discourse act, or participants.","MICRO","Labels the immediate content being presented in this clause (a subset of statistics).","Despite the ordinal, the phrase functions referentially within the clause, not as a separate sequencing marker guiding across propositions.","PROP","Removal test shows loss of referential content (what is being presented). No reflexive features; sequencing nuance is embedded in content description, not discourse organization.","","","","False","","False","","","","False","","","","","","Subject NP denotes the content subset; any sense of sequence is lexically embedded and does not organize across propositions. Hence propositional with micro scope."
